id,injector_code,test_name,motor_speed,setted_pressure,adjusting_time,measurement_time,injection_rate,total_pulse_time,nominal_flow,flow_range,volt_ampere_profile,total_pulse_time2,shift
445,28264952,4,1000,1600,20,40,60,800,28,50,,,
446,28264952,14,1000,1600,20,40,60,1378,80.20,11.22,,,
447,28264952,15,1000,1600,20,60,60,238,4.02,79.6,,,
448,28264952,16,1000,1600,40,90,60,270,1.08,90,,,
449,28264952,17,1000,1600,20,40,60,920,57.30,11.52,,,
450,28264952,18,1000,1600,20,40,60,632,34.68,17.88,,,
451,28264952,19,1000,1600,20,40,60,378,6.74,38.58,,,
452,28264952,20,1000,1600,20,60,60,289,3.83,67.89,,,
453,28264952,21,1000,800,20,40,60,1530,60.70,12.85,,,
454,28264952,22,1000,800,40,90,60,302,1.90,84.21,,,
455,28264952,23,1000,800,20,40,60,1370,54.58,12.46,,,
456,28264952,24,1000,800,20,40,60,858,32.00,16.88,,,
457,28264952,25,1000,800,20,40,60,478,8.32,38.46,,,
458,28264952,26,1000,800,20,60,60,359,4.80,70.83,,,
459,28264952,27,1000,400,20,40,60,1383,39.83,17.07,,,
460,28264952,28,1000,400,20,60,60,513,4.86,82.3,,,
461,28271551,2,1000,1350,20,40,,0,,,,,
462,28271551,3,1000,1600,20,40,60,800,,,,,
463,28271551,4,1000,1600,20,40,60,800,22,50,,,
464,28271551,14,1000,1600,20,40,60,1461,92.3,10.62,,,
465,28271551,15,1000,1600,20,60,60,302,3.8,84.21,,,
466,28271551,16,1000,1600,20,90,60,276,1.50,80,,,
467,28271551,17,1000,1600,20,40,60,978,65.60,13.41,,,
468,28271551,18,1000,1600,20,40,60,632,39.80,17.09,,,
469,28271551,19,1000,1600,20,40,60,382,10.03,59.82,,,
470,28271551,20,1000,1600,20,90,30,282,2.55,86.27,,,
471,28271551,21,1000,800,20,40,60,1364,62.60,13.74,,,
472,28271551,22,1000,800,40,90,60,289,1.60,81.25,,,
473,28271551,23,1000,800,20,40,60,1268,58.30,13.72,,,
474,28271551,24,1000,800,20,40,60,858,38.0,16.58,,,
475,28271551,25,1000,800,20,40,60,510,11.4,45.61,,,
476,28271551,26,1000,800,20,60,60,350,4.15,67.47,,,
477,28271551,27,1000,400,20,40,60,1383,43.85,17.1,,,
478,28271551,28,1000,400,20,40,60,513,5.22,84.29,,,
479,28280576,2,1000,1350,20,40,,0,,,,,
480,28280576,3,1000,1500,20,40,60,649,,,,,
481,28280576,4,1000,1400,20,40,60,649,30,67,,,
482,28280576,14,1000,1600,20,40,60,1400,71.0,10,,,
483,28280576,15,1000,1600,20,40,60,400,7.0,40,,,
484,28280576,16,1000,1200,20,40,60,1400,61.2,10,,,
485,28280576,17,1000,1200,20,40,60,404,5.6,60,,,
486,28280576,18,1000,800,20,40,60,1400,49.2,10,,,
487,28280576,19,1000,800,20,60,60,450,4.1,60,,,
488,28280576,20,1000,230,20,40,60,1400,18.5,40,,,
489,28280576,21,1000,230,20,60,60,800,4.1,70,,,
490,28280600,2,1000,1350,20,40,,0,,,,,
491,28280600,3,1000,1500,20,40,60,649,,,,,
492,28280600,4,1000,1400,20,40,60,649,30,67,,,
493,28280600,14,1000,1600,20,40,60,1400,72.1,9.71,,,
494,28280600,15,1000,1600,20,40,60,400,7.0,40,,,
495,28280600,16,1000,1200,20,40,60,1400,64.2,10.12,,,
496,28280600,17,1000,1200,20,40,60,404,5.6,60,,,
497,28280600,18,1000,800,20,40,60,1400,49.2,10,,,
498,28280600,19,1000,800,20,60,60,450,4.1,60,,,
499,28280600,20,1000,230,20,40,60,1400,18.5,40,,,
500,28280600,21,1000,230,20,60,60,800,4.1,70,,,
501,28334532,2,1000,1350,20,40,,0,,,,,
502,28334532,3,1000,1600,20,40,60,800,,,,,
503,28334532,4,1000,1600,20,40,60,800,28,50,,,
504,28334532,14,1000,1600,20,40,60,1378,78.85,10.38,,,
505,28334532,15,1000,1600,40,90,60,238,2.00,80,,,
506,28334532,16,1000,1600,40,90,60,228,1.72,86.05,,,
507,28334532,17,1000,1600,20,40,60,920,57.52,11.28,,,
508,28334532,18,1000,1600,20,40,60,632,37.95,17.39,,,
509,28334532,19,1000,1600,20,40,60,378,11.46,32.23,,,
510,28334532,20,1000,1600,20,60,60,289,4.75,67.37,,,
511,28334532,21,1000,800,20,40,60,1530,62.80,12.74,,,
512,28334532,22,1000,800,40,90,60,302,2.54,80,,,
513,28334532,23,1000,800,20,40,60,1370,55.98,12.15,,,
514,28334532,24,1000,800,20,40,60,858,35.80,15.98,,,
515,28334532,25,1000,800,20,40,60,478,10.44,36.4,,,
516,28334532,26,1000,800,20,40,60,359,5.44,69.91,,,
517,28334532,27,1000,400,20,40,60,1434,40.84,16.9,,,
518,28334532,28,1000,400,20,40,60,513,5.22,82.38,,,
519,28342997,2,1000,1350,20,40,,0,,,,,
520,28342997,3,1000,1600,20,40,60,800,,,,,
521,28342997,4,1000,1600,20,40,60,800,28,50,,,
522,28342997,14,1000,1600,20,40,60,1378,78.85,10.38,,,
523,28342997,15,1000,1600,40,90,60,238,2.00,80,,,
524,28342997,16,1000,1600,40,90,60,228,1.72,86.05,,,
525,28342997,17,1000,1600,20,40,60,920,57.52,11.28,,,
526,28342997,18,1000,1600,20,40,60,632,37.95,17.39,,,
527,28342997,19,1000,1600,20,40,60,378,11.46,32.23,,,
528,28342997,20,1000,1600,20,60,60,289,4.75,67.37,,,
529,28342997,21,1000,800,20,40,60,1530,62.80,12.74,,,
530,28342997,22,1000,800,40,90,60,302,2.54,80,,,
531,28342997,23,1000,800,20,40,60,1370,55.98,12.15,,,
532,28342997,24,1000,800,20,40,60,858,35.80,15.98,,,
533,28342997,25,1000,800,20,40,60,478,10.44,36.4,,,
534,28342997,26,1000,800,20,40,60,359,5.44,69.91,,,
535,28342997,27,1000,400,20,40,60,1434,40.84,16.9,,,
536,28342997,28,1000,400,20,40,60,513,5.22,82.38,,,
537,28348370,2,1000,1350,20,40,,0,,,,,
538,28348370,3,1000,1600,20,40,60,800,,,,,
539,28348370,4,1000,1600,20,40,60,800,22,50,,,
540,28348370,14,1000,1600,20,40,60,1461,92.3,10.62,,,
541,28348370,15,1000,1600,20,90,60,250,1.8,83.33,,,
542,28348370,16,1000,1600,20,60,60,222,3.70,83.78,,,
543,28348370,17,1000,1600,20,40,60,978,59.66,13.41,,,
544,28348370,18,1000,1600,20,40,60,632,36.34,17.34,,,
545,28348370,19,1000,1600,20,40,60,382,18.00,50,,,
546,28348370,20,1000,1600,20,40,30,282,11.24,80.07,,,
547,28348370,21,1000,800,20,40,60,1364,56.37,13.48,,,
548,28348370,22,1000,800,40,90,60,289,1.60,81.25,,,
549,28348370,23,1000,800,20,40,60,1268,52.42,13.35,,,
550,28348370,24,1000,800,20,40,60,858,35.00,16.57,,,
551,28348370,25,1000,800,20,40,60,510,11.00,45.37,,,
552,28348370,26,1000,800,20,60,60,350,4.15,67.47,,,
553,28348370,27,1000,400,20,40,60,1383,41.02,17.06,,,
554,28348370,28,1000,400,20,40,60,513,5.70,84.21,,,
555,28348371,2,1000,1350,20,40,,0,,,,,
556,28348371,3,1000,1600,20,40,60,800,,,,,
557,28348371,4,1000,1600,20,40,60,800,28,50,,,
558,28348371,14,1000,1600,20,40,60,1378,78.85,10.38,,,
559,28348371,15,1000,1600,40,90,60,238,2.00,80,,,
560,28348371,16,1000,1600,40,90,60,228,1.72,86.05,,,
561,28348371,17,1000,1600,20,40,60,920,57.52,11.28,,,
562,28348371,18,1000,1600,20,40,60,632,37.95,17.39,,,
563,28348371,19,1000,1600,20,40,60,378,11.46,32.23,,,
564,28348371,20,1000,1600,20,60,60,289,4.75,67.37,,,
565,28348371,21,1000,800,20,40,60,1530,62.80,12.74,,,
566,28348371,22,1000,800,40,90,60,302,2.54,80,,,
567,28348371,23,1000,800,20,40,60,1370,55.98,12.15,,,
568,28348371,24,1000,800,20,40,60,858,35.80,15.98,,,
569,28348371,25,1000,800,20,40,60,478,10.44,36.4,,,
570,28348371,26,1000,800,20,40,60,359,5.44,69.91,,,
571,28348371,27,1000,400,20,40,60,1434,40.84,16.9,,,
572,28348371,28,1000,400,20,40,60,513,5.22,82.38,,,
573,28489548,2,1000,1350,20,40,,0,,,,,
574,28489548,3,1000,1600,20,40,60,800,,,,,
575,28489548,4,1000,1600,20,40,60,800,30,40,,,
576,28489548,14,1000,1600,20,40,60,1320,82.9,10.86,,,
577,28489548,15,1000,1600,20,60,60,366,3.5,80,,,
578,28489548,16,1000,1600,40,90,60,308,2.52,83.33,,,
579,28489548,17,1000,1600,20,40,60,1102,73.6,12.23,,,
580,28489548,18,1000,1600,20,40,60,670,43.97,17.28,,,
581,28489548,19,1000,1600,20,40,60,510,8.6,45.35,,,
582,28489548,20,1000,1600,20,40,60,276,5.3,75.47,,,
583,28489548,21,1000,800,20,40,60,1204,57.45,13.58,,,
584,28489548,22,1000,800,40,90,60,308,2.50,76,,,
585,28489548,23,1000,800,20,40,60,1063,44.5,15.28,,,
586,28489548,24,1000,800,20,40,60,929,38.5,20.78,,,
587,28489548,25,1000,800,20,40,60,526,9.8,55.1,,,
588,28489548,26,1000,800,40,90,60,330,2.55,78.43,,,
589,28489548,27,1000,400,20,40,60,1281,42.9,16.32,,,
590,28489548,28,1000,400,40,90,60,410,2.60,84.62,,,
591,28489562,2,1000,1350,20,40,,0,,,,,
592,28489562,3,1000,1600,20,40,60,800,,,,,
593,28489562,4,1000,1600,20,40,60,800,28,50,,,
594,28489562,14,1000,1600,20,40,60,1378,80.20,11.22,,,
595,28489562,15,1000,1600,20,60,60,238,4.02,79.6,,,
596,28489562,16,1000,1600,40,90,60,270,1.08,90,,,
597,28489562,17,1000,1600,20,40,60,920,57.30,11.52,,,
598,28489562,18,1000,1600,20,40,60,632,34.68,17.88,,,
599,28489562,19,1000,1600,20,40,60,378,6.74,38.58,,,
600,28489562,20,1000,1600,20,60,60,289,3.83,67.89,,,
601,28489562,21,1000,800,20,40,60,1530,60.70,12.85,,,
602,28489562,22,1000,800,40,90,60,302,1.90,84.21,,,
603,28489562,23,1000,800,20,40,60,1370,54.58,12.46,,,
604,28489562,24,1000,800,20,40,60,858,32.00,16.88,,,
605,28489562,25,1000,800,20,40,60,478,8.32,38.46,,,
606,28489562,26,1000,800,20,60,60,359,4.80,70.83,,,
607,28489562,27,1000,400,20,40,60,1383,39.83,17.07,,,
608,28489562,28,1000,400,20,60,60,513,4.86,82.3,,,
609,31216456,2,1000,1350,20,40,,0,,,,,
610,31216456,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,
611,31216456,4,1000,1350,20,40,60,810,38,70,,,
612,31216456,5,1000,250,20,60,60,540,5.0,60,,,
613,31216456,6,1000,1600,20,40,60,1200,66.8,15,,,
614,31216456,10,1000,1200,20,40,60,600,30.5,30,,,
615,31216456,11,1000,800,40,90,60,160,2.5,85,,,
616,31216456,13,1000,250,20,60,60,540,4.9,50,,,
617,31303994,2,1000,1350,20,40,,0,,,,,
618,31303994,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,
619,31303994,4,1000,1350,20,40,60,810,30,70,,,
620,31303994,5,1000,250,20,60,60,540,5.0,60,,,
621,31303994,6,1000,1600,20,40,60,1200,65.8,15,,,
622,31303994,10,1000,1200,20,40,60,600,34.5,30,,,
623,31303994,11,1000,800,40,90,60,160,1.6,85,,,
624,31303994,13,1000,250,20,40,60,540,6.5,50,,,
625,31321487,2,1000,1350,20,40,,0,,,,,
626,31321487,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,
627,31321487,4,1000,1350,20,40,60,810,30,70,,,
628,31321487,5,1000,250,20,60,60,540,5.0,60,,,
629,31321487,6,1000,1600,20,40,60,1200,65.8,15,,,
630,31321487,10,1000,1200,20,40,60,600,34.5,30,,,
631,31321487,11,1000,800,40,90,60,160,1.6,85,,,
632,31321487,13,1000,250,20,40,60,540,6.5,50,,,
633,31336585,2,1000,1350,20,40,,0,,,,,
634,31336585,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,
635,31336585,4,1000,1350,20,40,60,810,30,70,,,
636,31336585,5,1000,250,20,60,60,540,5.0,60,,,
637,31336585,6,1000,1600,20,40,60,1200,65.8,15,,,
638,31336585,10,1000,1200,20,40,60,600,34.5,30,,,
639,31336585,11,1000,800,40,90,60,160,1.6,85,,,
640,31336585,13,1000,250,20,40,60,540,6.5,50,,,
641,36001726,2,1000,1350,20,40,,0,,,,,
642,36001726,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,
643,36001726,4,1000,1350,20,40,60,810,30,70,,,
644,36001726,5,1000,250,20,60,60,540,5.0,60,,,
645,36001726,6,1000,1600,20,40,60,1200,65.8,15,,,
646,36001726,10,1000,1200,20,40,60,600,34.5,30,,,
647,36001726,11,1000,800,40,90,60,160,1.6,85,,,
648,36001726,13,1000,250,20,40,60,540,6.5,50,,,
649,36001727,2,1000,1350,20,40,,0,,,,,
650,36001727,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,
651,36001727,4,1000,1350,20,40,60,810,30,70,,,
652,36001727,5,1000,250,20,60,60,540,5.0,60,,,
653,36001727,6,1000,1600,20,40,60,1200,65.8,15,,,
654,36001727,10,1000,1200,20,40,60,600,34.5,30,,,
655,36001727,11,1000,800,40,90,60,160,1.6,85,,,
656,36001727,13,1000,250,20,40,60,540,6.5,50,,,
657,36001728,2,1000,1350,20,40,,0,,,,,
658,36001728,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,
659,36001728,4,1000,1350,20,40,60,810,30,70,,,
660,36001728,5,1000,250,20,60,60,540,5.0,60,,,
661,36001728,6,1000,1600,20,40,60,1200,65.8,15,,,
662,36001728,10,1000,1200,20,40,60,600,34.5,30,,,
663,36001728,11,1000,800,40,90,60,160,1.6,85,,,
664,36001728,13,1000,250,20,40,60,540,6.5,50,,,
665,36001729,2,1000,1350,20,40,,0,,,,,
666,36001729,3,1000,300,20,40,60,2500,,,SIEMENS_PIEZO_H,,
667,36001729,4,1000,1350,20,40,60,810,30,70,,,
668,36001729,5,1000,250,20,60,60,540,5.0,60,,,
669,36001729,6,1000,1600,20,40,60,1200,65.8,15,,,
670,36001729,10,1000,1200,20,40,60,600,34.5,30,,,
671,36001729,11,1000,800,40,90,60,160,1.6,85,,,
672,36001729,13,1000,250,20,40,60,540,6.5,50,,,
673,130376090,7,1000,1000,20,40,60,1000,100,100,,,
674,0445110002,2,1000,1400,20,40,,0,35,100,,,
675,0445110002,3,1000,1350,20,40,60,800,,,,,
676,0445110002,4,1000,1350,20,40,60,800,41,56.1,,,
677,0445110002,6,1000,1350,20,40,60,800,45.8,9.17,,,
678,0445110002,7,1000,800,20,40,60,500,17.9,16.76,,,
679,0445110002,11,1000,800,40,90,60,160,2.1,61.9,,,
680,0445110002,13,1000,250,40,90,60,550,2.7,74.07,,,
681,0445110003,2,1000,1350,20,40,,0,,,,,
682,0445110003,3,1000,1350,20,40,60,800,,,,,
683,0445110003,4,1000,1350,20,40,60,800,47,63.83,,,
684,0445110003,6,1000,1350,20,40,60,800,41,9.76,,,
685,0445110003,7,1000,800,20,40,60,500,17.2,14.53,,,
686,0445110003,11,1000,800,40,90,60,160,1.7,76.47,,,
687,0445110003,13,1000,250,20,40,60,675,5.2,30.77,,,
688,0445110004,2,1000,1350,20,40,,0,,,,,
689,0445110004,3,1000,1350,20,40,60,800,,,,,
690,0445110004,4,1000,1350,20,40,60,800,47,63.83,,,
691,0445110004,6,1000,1350,20,40,60,800,41,9.76,,,
692,0445110004,7,1000,800,20,40,60,500,17.2,14.53,,,
693,0445110004,11,1000,800,40,90,60,160,1.7,76.47,,,
694,0445110004,13,1000,250,20,40,60,675,5.2,30.77,,,
695,0445110005,2,1000,1350,20,40,,0,,,,,
696,0445110005,3,1000,1350,20,40,60,800,,,,,
697,0445110005,4,1000,1350,20,40,60,800,47,63.83,,,
698,0445110005,6,1000,1350,20,40,60,800,41,9.76,,,
699,0445110005,7,1000,800,20,40,60,500,17.2,14.53,,,
700,0445110005,11,1000,800,40,90,60,160,1.7,76.47,,,
701,0445110005,13,1000,250,20,40,60,675,5.2,30.77,,,
702,0445110006,2,1000,1350,20,40,,0,,,,,
703,0445110006,3,1000,1350,20,40,60,800,,,,,
704,0445110006,4,1000,1350,20,40,60,800,47,63.83,,,
705,0445110006,6,1000,1350,20,40,60,800,41,9.76,,,
706,0445110006,7,1000,800,20,40,60,500,17.2,14.53,,,
707,0445110006,11,1000,800,40,90,60,160,1.7,76.47,,,
708,0445110006,13,1000,250,20,40,60,675,5.2,30.77,,,
709,0445110007,2,1000,1350,20,40,,0,,,,,
710,0445110007,3,1000,1300,20,40,60,1000,,,,,
711,0445110007,4,1000,1350,20,40,60,1000,40,55,,,
712,0445110007,6,1000,1300,20,40,60,1000,59,6.78,,,
713,0445110007,7,1000,500,20,40,60,675,18.2,16.48,,,
714,0445110007,11,1000,500,40,90,60,250,1.6,81.25,,,
715,0445110007,13,1000,230,40,90,60,725,2.8,50,,,
716,0445110008,2,1000,1400,20,40,,0,35,100,,,
717,0445110008,3,1000,1350,20,40,60,1000,,,,,
718,0445110008,4,1000,1350,20,40,60,1000,42,57.14,,,
719,0445110008,6,1000,1350,20,40,60,1000,54.3,7.37,,,
720,0445110008,7,1000,800,20,40,60,500,17.9,13.97,,,
721,0445110008,11,1000,800,40,90,60,160,1.9,68.42,,,
722,0445110008,13,1000,250,20,60,60,600,3.4,41.18,,,
723,0445110009,2,1000,1400,20,40,,0,35,100,,,
724,0445110009,3,1000,1350,20,40,60,800,,,,,
725,0445110009,4,1000,1350,20,40,60,800,49,65.31,,,
726,0445110009,6,1000,1350,20,40,60,800,50.9,7.86,,,
727,0445110009,7,1000,800,20,40,60,500,18.8,13.3,,,
728,0445110009,11,1000,800,40,90,60,160,1.5,80,,,
729,0445110009,13,1000,250,20,60,60,675,4.7,34.04,,,
730,0445110010,2,1000,1400,20,40,,0,35,100,,,
731,0445110010,3,1000,1350,20,40,60,800,,,,,
732,0445110010,4,1000,1350,20,40,60,800,49,65.31,,,
733,0445110010,6,1000,1350,20,40,60,800,50.9,7.86,,,
734,0445110010,7,1000,800,20,40,60,500,18.8,13.3,,,
735,0445110010,11,1000,800,40,90,60,160,1.5,80,,,
736,0445110010,13,1000,250,20,60,60,675,4.7,34.04,,,
737,0445110011,2,1000,1400,20,40,,0,35,100,,,
738,0445110011,3,1000,1350,20,40,60,800,,,,,
739,0445110011,4,1000,1350,20,40,60,800,49,65.31,,,
740,0445110011,6,1000,1350,20,40,60,800,50.9,7.86,,,
741,0445110011,7,1000,800,20,40,60,500,18.8,13.3,,,
742,0445110011,11,1000,800,40,90,60,160,1.5,80,,,
743,0445110011,13,1000,250,20,60,60,675,4.7,34.04,,,
744,0445110012,2,1000,1400,20,40,,0,35,100,,,
745,0445110012,3,1000,1350,20,40,60,800,,,,,
746,0445110012,4,1000,1350,20,40,60,800,49,65.31,,,
747,0445110012,6,1000,1350,20,40,60,800,50.9,7.86,,,
748,0445110012,7,1000,800,20,40,60,500,18.8,13.3,,,
749,0445110012,11,1000,800,40,90,60,160,1.5,80,,,
750,0445110012,13,1000,250,20,60,60,675,4.7,34.04,,,
751,0445110013,2,1000,1350,20,40,,0,,,,,
752,0445110013,3,1000,1300,20,40,60,1000,,,,,
753,0445110013,4,1000,1300,20,40,60,1000,40,55,,,
754,0445110013,6,1000,1300,20,40,60,1000,58.5,6.84,,,
755,0445110013,7,1000,500,20,40,60,675,18.2,16.48,,,
756,0445110013,11,1000,500,40,90,60,250,1.6,81.25,,,
757,0445110013,13,1000,230,40,90,60,725,2.7,51.85,,,
758,0445110014,2,1000,1400,20,40,,0,35,100,,,
759,0445110014,3,1000,1350,20,40,60,800,,,,,
760,0445110014,4,1000,1350,20,40,60,800,47,63.83,,,
761,0445110014,6,1000,1350,20,40,60,800,41,9.76,,,
762,0445110014,7,1000,800,20,40,60,500,17.2,14.53,,,
763,0445110014,11,1000,800,40,90,60,160,1.7,76.47,,,
764,0445110014,13,1000,250,20,40,60,675,5.2,30.77,,,
765,0445110015,2,1000,1400,20,40,,0,35,100,,,
766,0445110015,3,1000,1350,20,40,60,800,,,,,
767,0445110015,4,1000,1350,20,40,60,800,47,63.83,,,
768,0445110015,6,1000,1350,20,40,60,800,41,9.76,,,
769,0445110015,7,1000,800,20,40,60,500,17.2,14.53,,,
770,0445110015,11,1000,800,40,90,60,160,1.7,76.47,,,
771,0445110015,13,1000,250,20,40,60,675,5.2,30.77,,,
772,0445110016,2,1000,1350,20,40,,0,,,,,
773,0445110016,3,1000,1300,20,40,60,1000,,,,,
774,0445110016,4,1000,1300,20,40,60,1000,40,55,,,
775,0445110016,6,1000,1300,20,40,60,1000,52.7,7.59,,,
776,0445110016,7,1000,500,20,40,60,575,12.2,24.59,,,
777,0445110016,11,1000,500,40,90,60,250,1.8,72.22,,,
778,0445110016,13,1000,230,20,60,60,750,3.4,41.18,,,
779,0445110017,2,1000,1350,20,40,,0,,,,,
780,0445110017,3,1000,1350,20,40,60,775,,,,,
781,0445110017,4,1000,1350,20,40,60,775,40,55,,,
782,0445110017,6,1000,1350,20,40,60,775,46.8,8.97,,,
783,0445110017,7,1000,800,20,40,60,500,16.9,17.75,,,
784,0445110017,11,1000,800,40,90,60,160,1.5,80,,,
785,0445110017,13,1000,250,20,40,60,725,5.3,37.74,,,
786,0445110018,2,1000,1350,20,40,,0,,,,,
787,0445110018,3,1000,1350,20,40,60,775,,,,,
788,0445110018,4,1000,1350,20,40,60,775,40,55,,,
789,0445110018,6,1000,1350,20,40,60,775,46.8,8.97,,,
790,0445110018,7,1000,800,20,40,60,500,16.9,17.75,,,
791,0445110018,11,1000,800,40,90,60,160,1.5,80,,,
792,0445110018,13,1000,250,20,40,60,725,5.3,37.74,,,
793,0445110019,2,1000,1400,20,40,,0,35,100,,,
794,0445110019,3,1000,1350,20,40,60,800,,,,,
795,0445110019,4,1000,1350,20,40,60,800,40,55,,,
796,0445110019,6,1000,1350,20,40,60,800,41.3,10.17,,,
797,0445110019,7,1000,800,20,40,60,500,16.1,18.63,,,
798,0445110019,11,1000,800,40,90,60,160,1.8,72.22,,,
799,0445110019,13,1000,250,40,90,60,550,2.5,80,,,
800,0445110020,2,1000,1400,20,40,,0,35,100,,,
801,0445110020,3,1000,1350,20,40,60,1000,,,,,
802,0445110020,4,1000,1350,20,40,60,1000,42,57.14,,,
803,0445110020,6,1000,1350,20,40,60,1000,54.3,7.37,,,
804,0445110020,7,1000,800,20,40,60,500,17.9,13.97,,,
805,0445110020,11,1000,800,40,90,60,160,1.9,68.42,,,
806,0445110020,13,1000,250,20,60,60,600,3.4,41.18,,,
807,0445110021,2,1000,1400,20,40,,0,35,100,,,
808,0445110021,3,1000,1300,20,40,60,1300,,,,,
809,0445110021,4,1000,1300,20,40,60,1300,40,55,,,
810,0445110021,6,1000,1300,20,40,60,1300,72,5.56,,,
811,0445110021,7,1000,800,20,40,60,500,19.2,13.02,,,
812,0445110021,11,1000,800,40,90,60,160,1.9,68.42,,,
813,0445110021,13,1000,250,20,60,60,600,4,37.5,,,
814,0445110022,2,1000,1400,20,40,,0,35,100,,,
815,0445110022,3,1000,1350,20,40,60,950,,,,,
816,0445110022,4,1000,1350,20,40,60,950,34,50,,,
817,0445110022,6,1000,1350,20,40,60,950,31,7.74,,,
818,0445110022,7,1000,800,20,40,60,500,13.2,15.15,,,
819,0445110022,11,1000,800,40,90,60,170,1.3,76.92,,,
820,0445110022,13,1000,250,20,60,60,650,4.8,31.25,,,
821,0445110023,2,1000,1400,20,40,,0,35,100,,,
822,0445110023,3,1000,1350,20,40,60,950,,,,,
823,0445110023,4,1000,1350,20,40,60,950,34,50,,,
824,0445110023,6,1000,1350,20,40,60,950,31,7.74,,,
825,0445110023,7,1000,800,20,40,60,500,13.2,15.15,,,
826,0445110023,11,1000,800,40,90,60,170,1.3,76.92,,,
827,0445110023,13,1000,250,20,60,60,650,4.8,31.25,,,
828,0445110024,2,1000,1400,20,40,,0,35,100,,,
829,0445110024,3,1000,1350,20,40,60,800,,,,,
830,0445110024,4,1000,1350,20,40,60,800,47,63.83,,,
831,0445110024,6,1000,1350,20,40,60,800,51.8,7.72,,,
832,0445110024,7,1000,800,20,40,60,500,18.4,13.59,,,
833,0445110024,11,1000,800,40,90,60,160,1.5,80,,,
834,0445110024,13,1000,250,20,60,60,675,4.9,32.65,,,
835,0445110025,2,1000,1400,20,40,,0,35,100,,,
836,0445110025,3,1000,1350,20,40,60,800,,,,,
837,0445110025,4,1000,1350,20,40,60,800,47,63.83,,,
838,0445110025,6,1000,1350,20,40,60,800,51.8,7.72,,,
839,0445110025,7,1000,800,20,40,60,500,18.4,13.59,,,
840,0445110025,11,1000,800,40,90,60,160,1.5,80,,,
841,0445110025,13,1000,250,20,60,60,675,4.9,32.65,,,
842,0445110028,2,1000,1400,20,40,,0,35,100,,,
843,0445110028,3,1000,1300,20,40,60,1000,,,,,
844,0445110028,4,1000,1300,20,40,60,1000,40,55,,,
845,0445110028,6,1000,1300,20,40,60,1000,58.5,6.84,,,
846,0445110028,7,1000,500,20,40,60,675,18.2,16.48,,,
847,0445110028,11,1000,500,40,90,60,250,1.6,81.25,,,
848,0445110028,13,1000,230,40,90,60,725,2.7,51.85,,,
849,0445110029,2,1000,1400,20,40,,0,35,100,,,
850,0445110029,3,1000,1300,20,40,60,1000,,,,,
851,0445110029,4,1000,1300,20,40,60,1000,40,55,,,
852,0445110029,6,1000,1300,20,40,60,1000,59,6.78,,,
853,0445110029,7,1000,500,20,40,60,675,18.2,16.48,,,
854,0445110029,11,1000,500,40,90,60,250,1.6,81.25,,,
855,0445110029,13,1000,230,40,90,60,725,2.8,50,,,
856,0445110030,2,1000,1400,20,40,,0,35,100,,,
857,0445110030,3,1000,1300,20,40,60,1000,,,,,
858,0445110030,4,1000,1300,20,40,60,1000,40,55,,,
859,0445110030,6,1000,1300,20,40,60,1000,52.7,7.59,,,
860,0445110030,7,1000,500,20,40,60,575,12.2,24.59,,,
861,0445110030,11,1000,500,40,90,60,250,1.8,72.22,,,
862,0445110030,13,1000,230,20,60,60,750,3.4,41.18,,,
863,0445110031,2,1000,1400,20,40,,0,35,100,,,
864,0445110031,3,1000,1300,20,40,60,1300,,,,,
865,0445110031,4,1000,1300,20,40,60,1000,42,57.14,,,
866,0445110031,6,1000,1300,20,40,60,1000,71.2,5.62,,,
867,0445110031,7,1000,600,20,40,60,525,10.6,28.3,,,
868,0445110031,11,1000,600,40,90,60,210,1.4,78.57,,,
869,0445110031,13,1000,300,20,60,60,500,3.4,41.18,,,
870,0445110034,2,1000,1450,20,40,,0,35,100,,,
871,0445110034,3,1000,1350,20,40,60,800,,,,,
872,0445110034,4,1000,1350,20,40,60,800,43,58.14,,,
873,0445110034,6,1000,1350,20,40,60,800,55,7.27,,,
874,0445110034,7,1000,800,20,40,60,500,15.2,16.45,,,
875,0445110034,11,1000,800,40,90,60,160,1.5,86.67,,,
876,0445110034,13,1000,250,20,60,60,675,3.7,43.24,,,
877,0445110035,2,1000,1450,20,40,,0,35,100,,,
878,0445110035,3,1000,1350,20,40,60,800,,,,,
879,0445110035,4,1000,1350,20,40,60,800,43,58.14,,,
880,0445110035,6,1000,1350,20,40,60,800,55,7.27,,,
881,0445110035,7,1000,800,20,40,60,500,15.2,16.45,,,
882,0445110035,11,1000,800,40,90,60,160,1.5,86.67,,,
883,0445110035,13,1000,250,20,60,60,675,3.7,43.24,,,
884,0445110036,2,1000,1400,20,40,,0,35,100,,,
885,0445110036,3,1000,1350,20,40,60,1000,,,,,
886,0445110036,4,1000,1350,20,40,60,1000,38,52.63,,,
